County,State,Asian,Black,Hisp. Or Lat.,Native American,Other,White
Pinellas County,Florida,3,10.3,8,0.3,2,82.1
Taylor County,Florida,0.7,20.7,3.4,0.8,0.9,75.2
Wakulla County,Florida,0.6,14.5,3.3,0.6,0.5,82
Baldwin County,Georgia,1.3,41.5,2,0.2,0.8,54.9
Fulton County,Illinois,0.3,3.4,2.4,0.4,1.6,93.4
Grundy County,Illinois,0.7,1.2,8.2,0.2,2.7,93.7
Hancock County,Illinois,0.2,0.3,1,0.2,0.3,98
Kankakee County,Illinois,0.9,15.1,9,0.3,4,77.6
Lake County,Illinois,6.3,7,19.9,0.5,8.5,75.1
Macon County,Illinois,1,16.3,1.9,0.2,0.7,79.3
Madison County,Illinois,0.8,7.9,2.7,0.2,0.9,88.2
Mercer County,Illinois,0.3,0.3,1.9,0.1,0.3,98.3
Morgan County,Illinois,0.5,6,2,0.2,0.8,90.9
Peoria County,Illinois,3.1,17.7,3.8,0.3,1.6,74.4
Pike County,Illinois,0.2,1.7,1,0.2,0.2,96.9
Merrimack County,New Hampshire,1.6,1,1.6,0.3,0.3,95.3
Sullivan County,New Hampshire,0.6,0.4,1.1,0.3,0.3,97
Bergen County,New Jersey,14.5,5.8,16.1,0.2,5,71.9
Burlington County,New Jersey,4.3,16.6,6.4,0.2,2,73.8
Cumberland County,New Jersey,1.2,20.2,27.1,1.1,11.1,62.7
Middlesex County,New Jersey,21.4,9.7,18.4,0.3,7,58.6
Erie County,Ohio,0.6,8.6,3.4,0.3,0.7,87
Hamilton County,Ohio,2,25.7,2.6,0.2,1.1,68.8
Hocking County,Ohio,0.2,0.7,0.7,0.3,0.2,97.5
Jefferson County,Ohio,0.4,5.6,1.1,0.1,0.2,91.9
Lake County,Ohio,1.1,3.2,3.4,0.1,1.6,92.5
Lucas County,Ohio,1.5,19,6.1,0.3,2,74
Meigs County,Ohio,0.2,0.9,0.5,0.2,0.1,97.4
Noble County,Ohio,0.1,2.5,0.4,0.3,0.2,96.1
Bartow County,Georgia,0.7,10.2,7.7,0.4,3.8,82.7
Bibb County,Georgia,1.6,52.1,2.8,0.2,1.3,43.2
Brooks County,Georgia,0.3,35.3,5.3,0.3,2.9,59.9
Camden County,Georgia,1.4,19.4,5.1,0.5,1.1,74.4
Chatham County,Georgia,2.4,40.1,5.4,0.3,2.2,52.8
Clay County,Georgia,0.3,60.4,0.8,0.3,0.1,37.6
Cobb County,Georgia,4.5,25,12.3,0.3,5.3,62.2
Columbia County,Georgia,3.8,14.9,5,0.3,1.5,76.5
Crisp County,Georgia,0.8,43,3.2,0.1,1.8,53.3
DeKalb County,Georgia,5.1,54.3,9.8,0.4,4.5,33.3
Randolph County,Illinois,0.3,9.7,2.6,0.2,1.2,87.6
Scott County,Illinois,0.2,0.2,0.8,0.2,0.1,98.6
Shelby County,Illinois,0.3,0.2,0.8,0.2,0.2,98.6
Union County,Illinois,0.3,0.9,4.8,0.5,2,94.8
Wabash County,Illinois,0.6,0.6,1.3,0.2,0.5,96.9
White County,Illinois,0.2,0.4,1.1,0.3,0.2,98.1
Winnebago County,Illinois,2.3,12.2,10.9,0.3,4.9,77.4
Allen County,Indiana,2.7,11.7,6.5,0.4,2.9,79.3
Clark County,Indiana,0.8,6.9,4.9,0.3,2.6,87.1
Dearborn County,Indiana,0.4,0.6,1,0.2,0.3,97.5
Monmouth County,New Jersey,5,7.4,9.7,0.2,2.9,82.6
Somerset County,New Jersey,14.1,8.9,13,0.2,4.1,70.1
Warren County,New Jersey,2.5,3.5,7,0.1,1.8,90.3
Chaves County,New Mexico,0.6,2,52,1.2,21.9,70.9
Curry County,New Mexico,1.3,6.3,39.5,1.2,17.2,69.7
Marshall County,Mississippi,0.2,46.9,3.2,0.2,1.7,50.1
Noxubee County,Mississippi,0.2,71.6,0.8,0.2,0.4,27.1
Ottawa County,Ohio,0.3,0.8,4.2,0.2,0.9,96.5
Scioto County,Ohio,0.3,2.7,1.1,0.5,0.3,94.4
Trumbull County,Ohio,0.5,8.3,1.3,0.2,0.3,89
Warren County,Ohio,3.9,3.3,2.2,0.2,0.7,90.5
Washington County,Ohio,0.6,1.1,0.7,0.2,0.2,96.5
Adair County,Oklahoma,0.6,0.2,5.3,43.3,2.3,43
Choctaw County,Oklahoma,0.3,10.9,2.8,16.5,0.8,64.9
Douglas County,Georgia,1.4,39.5,8.4,0.3,3.8,52.5
Franklin County,Georgia,0.5,8.4,3.9,0.2,1.9,87.3
Fulton County,Georgia,5.6,44.1,7.9,0.2,3.4,44.5
Yakutat City and Borough,Alaska,4.1,0.3,2.6,35.8,0.2,42.4
Coconino County,Arizona,1.4,1.2,13.5,27.3,5.2,61.7
Idaho County,Idaho,0.4,0.3,2.6,3,0.6,93.8
Lemhi County,Idaho,0.4,0.2,2.3,0.7,0.6,96.4
Owyhee County,Idaho,0.5,0.2,25.8,4.3,16.6,76
Twin Falls County,Idaho,1.2,0.4,13.7,0.8,6.3,88.9
Washington County,Idaho,0.9,0.2,16.8,1,9.1,86.6
Berrien County,Michigan,1.6,15.3,4.5,0.5,1.8,78.3
Tunica County,Mississippi,0.6,73.5,2.3,0.1,1.2,23.7
Warren County,Mississippi,0.8,47,1.8,0.3,0.7,50.3
Yazoo County,Mississippi,0.4,57.1,4.6,0.3,0.7,40
Atchison County,Missouri,0.2,0.3,1,0.2,0.1,98.5
Boone County,Missouri,3.8,9.3,3,0.4,0.9,82.8
Caldwell County,Missouri,0.2,0.4,1.5,0.4,0.8,96.5
Comanche County,Oklahoma,2.2,17.5,11.2,5.9,3,64.5
Craig County,Oklahoma,0.7,3,2.5,20.4,0.7,66.7
Delaware County,Oklahoma,1.3,0.2,3,22.4,1.1,67
Grant County,Oklahoma,0.2,0.8,3.5,1.9,1.7,93
Grant County,New Mexico,0.4,0.9,48.3,1.4,9.6,84.9
Lea County,New Mexico,0.5,4.1,51.1,1.2,16.6,75
McKinley County,New Mexico,0.8,0.5,13.3,75.5,4.9,15.2
Cuyahoga County,Ohio,2.6,29.7,4.8,0.2,1.8,63.6
Lee County,Florida,1.4,8.3,18.3,0.4,4.9,83
Miami-Dade County,Florida,1.5,18.9,65,0.2,3.2,73.8
Desha County,Arkansas,0.3,47.8,4.4,0.3,2.8,47.9
Fulton County,Arkansas,0.2,0.3,0.8,0.6,0.3,96.8
Henderson County,Kentucky,0.4,7.8,1.9,0.2,0.7,89.1
Jefferson County,Kentucky,2.2,20.8,4.4,0.2,1.7,72.7
Knox County,Kentucky,0.2,1.1,0.8,0.2,0.3,97.1
Lawrence County,Kentucky,0.2,0.2,0.5,0.1,0.2,98.5
Letcher County,Kentucky,0.2,0.3,0.5,0.2,0.1,98.8
Livingston County,Kentucky,0.2,0.2,1.3,0.3,0.2,97.9
Magoffin County,Kentucky,0.1,0.1,0.7,0.3,0.2,98.6
Martin County,Kentucky,0.2,6.9,3,0.4,0,92
Meade County,Kentucky,0.6,3.3,3,0.5,0.6,92.4
Sanilac County,Michigan,0.3,0.3,3.3,0.5,1.1,96.6
Cape Girardeau County,Missouri,1.2,7,2,0.2,0.9,88.7
Cass County,Missouri,0.6,3.5,4,0.5,1.4,91.7
Clark County,Missouri,0.3,0.3,0.6,0.1,0.1,98.2
Cooper County,Missouri,0.4,6.9,1.3,0.3,0.2,90.4
DeKalb County,Missouri,0.2,11.3,1.7,0.4,0.2,86.9
Dunklin County,Missouri,0.3,9.7,5.4,0.2,3.1,85.1
Harrison County,Missouri,0.2,0.3,1.6,0.4,0.5,97.6
Holt County,Missouri,0.3,0.2,0.8,1,0.3,97.7
Bertie County,North Carolina,0.5,62.5,1.3,0.5,0.5,35.2
Cabarrus County,North Carolina,2,15.3,9.4,0.4,4.9,75.4
Columbus County,North Carolina,0.3,30.5,4.6,3.2,3,61.5
Taos County,New Mexico,0.7,0.4,55.8,6.2,19.1,68.7
Union County,New Mexico,0.5,1.8,39.7,2,11.7,81.7
Bronx County,New York,3.6,36.5,53.5,1.3,25.3,27.9
Chautauqua County,New York,0.5,2.4,6.1,0.5,2,92.6
Delaware County,New York,0.8,1.6,3.3,0.3,0.8,95.2
Jefferson County,New York,1.3,5.1,5.3,0.5,1.4,88.7
Lake County,Florida,1.7,9.8,12.1,0.5,3.6,82
Independence County,Arkansas,0.8,2,5.8,0.5,3.2,91.9
Jefferson County,Arkansas,0.8,55.1,1.6,0.3,0.7,42
Lawrence County,Arkansas,0.1,0.8,0.9,0.4,0.2,97.3
Lee County,Arkansas,0.4,55.3,1.6,0.5,0.7,42
Logan County,Arkansas,1.6,1.3,2.3,1.1,0.9,93.2
Miller County,Arkansas,0.5,24.5,2.4,0.7,1,71.6
Mississippi County,Arkansas,0.5,34,3.6,0.3,2,61.6
Pulaski County,Arkansas,2,35,5.8,0.4,3,57.5
Ontonagon County,Michigan,0.2,0.1,0.9,1.1,0.1,97.3
Schoolcraft County,Michigan,0.2,0.1,0.8,8.8,0.1,87.6
Anoka County,Minnesota,3.9,4.4,3.6,0.7,1.4,87
Big Stone County,Minnesota,0.1,0.2,0.8,0.4,0.3,98.2
Carver County,Minnesota,2.7,1.2,3.9,0.2,1.5,92.8
Carteret County,North Carolina,0.9,6.1,3.4,0.5,1.2,89.3
Cumberland County,North Carolina,2.2,36.7,9.5,1.6,3.1,51.4
Currituck County,North Carolina,0.6,5.8,3,0.5,0.9,90.3
Graham County,North Carolina,0.3,0.2,2.2,6.4,1,90.3
Greene County,North Carolina,0.3,37.3,14.3,0.7,9.4,50.8
Madison County,New York,0.8,1.8,1.8,0.7,0.4,95
New York County,New York,11.3,15.6,25.4,0.5,11.1,57.4
Onondaga County,New York,3.1,11,4,0.8,1.2,81.1
Beaver County,Oklahoma,0.1,0.8,20.1,1.1,12.2,82.8
Randolph County,Arkansas,0.2,0.7,1.6,0.5,0.7,96.5
Sebastian County,Arkansas,4.1,6.4,12.3,1.9,7.4,76.6
Union County,Arkansas,0.5,33,3.5,0.3,1.8,63.1
Worth County,Georgia,0.3,27.6,1.5,0.3,0.5,70.3
Honolulu County,Hawaii,43.9,2,8.1,0.3,1.1,20.8
Alcona County,Michigan,0.2,0.1,1.1,0.6,0.2,97.9
Alpena County,Michigan,0.5,0.3,1,0.5,0.1,97.5
Arenac County,Michigan,0.2,0.2,1.4,1.2,0.3,96.8
Henderson County,North Carolina,1,3,9.8,0.4,4.6,88.9
Hyde County,North Carolina,0.3,31.6,7.1,0.5,2.4,64
Macon County,North Carolina,0.6,1.3,6.6,0.5,2.7,93.8
Madison County,North Carolina,0.3,1.2,2,0.2,0.5,96.5
Mitchell County,North Carolina,0.3,0.4,4.1,0.4,2.5,95.3
Pamlico County,North Carolina,0.4,20,3.1,0.6,1.2,76.3
Polk County,North Carolina,0.3,4.5,5.5,0.4,2.6,90.8
Robeson County,North Carolina,0.7,24.3,8.1,38.4,5,29
Rutherford County,North Carolina,0.4,10.1,3.5,0.3,1.5,85.9
Richmond County,New York,7.5,10.6,17.3,0.4,6,72.9
Schenectady County,New York,3.2,9.5,5.7,0.4,3.5,79.6
Seneca County,New York,0.7,4.6,2.7,0.3,0.7,92.5
Sullivan County,New York,1.4,9.1,13.6,0.5,4.2,82
Washington County,New York,0.4,3,2.3,0.2,0.7,94.6
Erie County,New York,2.6,13.5,4.5,0.6,1.5,80
Centre County,Pennsylvania,5.2,3,2.4,0.1,0.7,89.4
Clearfield County,Pennsylvania,0.5,2.3,2.3,0.1,0.8,95.4
Crawford County,Pennsylvania,0.5,1.7,0.9,0.2,0.2,96.3
Kauai County,Hawaii,31.3,0.4,9.4,0.4,0.9,33
Bonner County,Idaho,0.5,0.1,2.2,0.8,0.4,96
Camas County,Idaho,0.1,0.3,6.7,0.5,1.8,94.1
Caribou County,Idaho,0.2,0.1,4.8,0.3,2.3,95.3
Clark County,Idaho,0.5,0.7,40.5,1,23.8,72.4
Custer County,Idaho,0.2,0.2,4,0.6,1.5,96.4
Baraga County,Michigan,0.1,7.2,1,13.1,0.2,75
Sioux County,Nebraska,0.1,0.1,4,0.2,2.4,96.1
Washington County,Nebraska,0.3,0.6,2.1,0.2,0.7,97.2
Churchill County,Nevada,2.7,1.6,12.1,4.5,4.8,82
Sampson County,North Carolina,0.4,27,16.5,2,11.7,56.7
Transylvania County,North Carolina,0.4,3.9,2.9,0.3,1.3,92.4
Washington County,North Carolina,0.3,49.8,3.5,0.2,2.6,46
Yadkin County,North Carolina,0.2,3.1,9.8,0.2,6.7,88.5
Adams County,North Dakota,0.4,0.3,0.9,0.7,0.2,97.3
Cass County,North Dakota,2.4,2.3,2,1.2,0.5,91.7
Divide County,North Dakota,0.3,0.2,1.4,0.5,0,98
Golden Valley County,North Dakota,0.1,0.6,2.1,0.6,0.5,97.4
Kidder County,North Dakota,0.9,0.2,2.9,0.2,1.9,96.3
McHenry County,North Dakota,0.3,0.1,1.5,0.6,0.3,97.8
Dauphin County,Pennsylvania,3.2,18,7,0.2,2.7,72.7
Franklin County,Pennsylvania,0.9,3.1,4.3,0.2,1.9,92
Jefferson County,Pennsylvania,0.2,0.3,0.6,0.2,0.1,98.3
Lehigh County,Pennsylvania,2.9,6.1,18.8,0.4,8.6,79.1
McKean County,Pennsylvania,0.4,2.4,1.7,0.2,0.1,95.9
Mercer County,Pennsylvania,0.6,5.8,1.1,0.1,0.3,91.6
Northampton County,Pennsylvania,2.4,5,10.5,0.2,3.8,86.3
Nuckolls County,Nebraska,0.2,0.1,2.2,0.2,0.7,97.4
Red Willow County,Nebraska,0.3,0.7,4.2,0.5,1.4,96
Cabell County,West Virginia,1,5,1.1,0.2,0.3,91.6
Fayette County,West Virginia,0.2,4.6,0.9,0.2,0.2,93.5
Greenbrier County,West Virginia,0.4,2.8,1.2,0.3,0.4,94.6
Hardy County,West Virginia,1,2.5,3.4,0.2,1.5,93.8
Jefferson County,West Virginia,1.2,6.6,4.7,0.2,1.8,87.6
Logan County,West Virginia,0.3,2.1,0.7,0.1,0.1,96.5
McDowell County,West Virginia,0.1,9.5,0.4,0.2,0,89.1
Spotsylvania County,Virginia,2.3,15.3,7.6,0.3,3.1,75.5
Tazewell County,Virginia,0.6,3,0.7,0.1,0.2,95.1
Wise County,Virginia,0.3,5.2,1.1,0.1,0.4,93
Bristol city,Virginia,0.7,5.7,1.2,0.3,0.5,90.9
Colonial Heights city,Virginia,3.3,10.2,3.9,0.4,1.5,82.3
Fredericksburg city,Virginia,2.8,22.6,10.7,0.4,5.9,64.2
Vernon County,Wisconsin,0.3,0.4,1.3,0.2,0.5,97.7
Vilas County,Wisconsin,0.3,0.2,1.3,11.1,0.2,87.1
Winnebago County,Wisconsin,2.3,1.8,3.5,0.6,1.3,92.5
Big Horn County,Wyoming,0.3,0.2,8.4,0.9,3,94.4
Greene County,Missouri,1.6,2.9,3,0.7,0.9,91.2
Henry County,Ohio,0.4,0.4,6.6,0.3,2.4,95.2
Haskell County,Texas,0.5,3.7,24,0.7,9.8,82.7
St. Croix County,Wisconsin,1.1,0.7,2,0.4,0.6,95.9
Henrico County,Virginia,6.5,29.5,4.9,0.3,2,59.2
Cullman County,Alabama,0.4,1.1,4.3,0.5,2.2,94.7
Hartford County,Connecticut,4.2,13.3,15.3,0.3,7.1,72.4
Chattahoochee County,Georgia,2.2,18.8,12.4,0.7,4.4,68.8
Columbia County,Arkansas,0.7,36.9,2.2,0.3,1.2,59.9
Carroll County,Illinois,0.3,0.8,2.8,0.3,0.6,96.9
Moore County,North Carolina,0.9,13.4,6,0.8,2.7,80.4
Pembina County,North Dakota,0.1,0.3,2.6,1.9,0.8,95.5
Auglaize County,Ohio,0.4,0.3,1.2,0.2,0.3,97.8
Lincoln County,Nebraska,0.5,0.7,7.2,0.6,2.4,94.3
Mingo County,West Virginia,0.2,1.8,0.4,0.1,0,97.1
Converse County,Wyoming,0.3,0.3,6.3,0.8,1.7,95.1
Ellis County,Oklahoma,0.2,0.3,6,1.6,1.9,94.4
Phillips County,Kansas,0.7,0.4,2.1,0.4,0.4,97
Republic County,Kansas,0.3,0.5,1.1,0.2,0.3,98
Russell County,Kansas,0.5,0.8,1.6,0.6,0.5,96.3
Seward County,Kansas,2.7,3.4,56.6,0.8,19.5,70.5
Smith County,Kansas,0.2,0.3,1.5,0.3,0.7,96.9
Stevens County,Kansas,0.3,0.3,32.6,0.9,10,87.1
Wallace County,Kansas,0.1,0.1,7.3,0.5,4.2,93.9
Washington County,Kansas,0.3,0.4,2.5,0.2,1,97.1
Woodbury County,Iowa,2.4,2.4,13.7,2.2,6.1,83.6
Bourbon County,Kansas,0.5,2.8,2,0.8,0.6,93
Lee County,Virginia,0.2,3.7,1.6,0.4,0.6,94.2
Loudoun County,Virginia,14.7,7.3,12.4,0.3,4.9,68.7
Middlesex County,Virginia,0.3,18,1.5,0.3,0.5,79.2
Cabo Rojo Municipio,Puerto Rico,0.1,5.4,98.9,0.3,7.2,84.1
Ceiba Municipio,Puerto Rico,0.1,16.5,98.8,0.7,7.5,70.6
Corozal Municipio,Puerto Rico,0.1,5.3,99.4,0.2,7.4,85.4
Culebra Municipio,Puerto Rico,0.2,26.6,91.7,0.9,3.7,56.9
Gu’çnica Municipi,Puerto Rico,0,7.7,99.4,0.5,9.1,79.9
Crook County,Wyoming,0.2,0.2,2,0.7,0.6,97.2
Hot Springs County,Wyoming,0.4,0.2,2.2,1.5,0.5,95.8
Laramie County,Wyoming,1.1,2.5,13.1,1,3.8,88.5
Niobrara County,Wyoming,0.4,0.2,2.1,0.8,0.5,96.5
Park County,Wyoming,0.6,0.2,4.8,0.6,1.4,95.6
Hampton city,Virginia,2.2,49.6,4.5,0.4,1.3,42.7
Newport News city,Virginia,2.7,40.7,7.5,0.5,2.7,49
Poquoson city,Virginia,2.1,0.6,1.8,0.3,0.3,95.1
Roanoke city,Virginia,1.8,28.5,5.5,0.3,2.4,64.2
Queens County,New York,22.9,19.1,27.5,0.7,12.9,39.7
Chester County,Pennsylvania,3.9,6.1,6.5,0.2,2.4,85.5
Jackson County,Indiana,0.8,0.7,5.7,0.2,2.4,94.5
Mineral County,Montana,0.7,0.3,1.9,1.5,0.2,94.9
Gosper County,Nebraska,0.2,0.4,2.4,0.1,1,97.1
Cottle County,Texas,0,8.8,21,0.3,8.2,80.5
Fannin County,Texas,0.4,6.8,9.5,1.1,3.6,86
Caroline County,Virginia,0.6,29.3,3.4,0.7,1,65.3
Santa Clara County,California,32,2.6,26.9,0.7,12.4,47
Spencer County,Kentucky,0.4,1.5,1.4,0.2,0.4,96.2
Morrill County,Nebraska,0.4,0.2,13.6,1.1,5.6,91.2
Watauga County,North Carolina,0.9,1.7,3.4,0.3,1.2,94.5
Cherokee County,Kansas,0.3,0.5,2,4.1,0.5,90.3
Huron County,Michigan,0.4,0.4,2,0.3,0.4,97.5
Leelanau County,Michigan,0.4,0.3,3.7,3.5,1,93.1
Montgomery County,Maryland,13.9,17.2,17,0.4,7,57.5
Whatcom County,Washington,3.5,1,7.8,2.8,3.3,85.4
Bee County,Texas,0.6,8.1,56.2,0.5,9.7,78.8
Borden County,Texas,0.2,0,14.8,0.3,4.4,93.6
Bowie County,Texas,0.8,24.2,6.5,0.7,3.3,68.8
Brazoria County,Texas,5.5,12.1,27.7,0.6,9.2,70.1
Brown County,Texas,0.4,3.6,19.6,0.6,6.7,86.5
Burleson County,Texas,0.2,12.2,18.4,0.6,7.2,77.9
Putnam County,West Virginia,0.7,0.9,0.9,0.2,0.3,96.8
Raleigh County,West Virginia,0.9,8.2,1.3,0.2,0.4,88.5
Suffolk city,Virginia,1.6,42.7,2.9,0.3,0.8,52.3
Adams County,Washington,0.7,0.6,59.3,1.9,31.5,62.5
Asotin County,Washington,0.5,0.4,3,1.4,0.8,94.3
Clallam County,Washington,1.4,0.8,5.1,5.1,1.8,87
Washakie County,Wyoming,0.6,0.3,13.6,1.1,4.4,91.4
Aguada Municipio,Puerto Rico,0.1,5.3,99.4,0.3,5.3,86.6
Aibonito Municipio,Puerto Rico,0,7.3,99.3,0.2,6.9,83.5
Sandoval County,New Mexico,1.5,2.1,35.1,12.9,11.5,68
Berkeley County,South Carolina,2.3,25,6,0.6,2.8,66.5
Emporia city,Virginia,0.7,62.5,4.4,0.3,2.1,32.7
Howell County,Missouri,0.5,0.4,1.7,0.7,0.5,96.3
Mower County,Minnesota,1.7,2.1,10.6,0.2,3.4,90.6
Miami County,Kansas,0.4,1.3,2.5,0.6,0.6,95.2
Custer County,Nebraska,0.1,0.3,2,0.3,0.8,97.5
Doddridge County,West Virginia,0.2,1.4,0.5,0.3,0.1,97
Prince George's County,Maryland,4.1,64.5,14.9,0.5,8.5,19.2
Wicomico County,Maryland,2.5,24.2,4.5,0.2,1.9,68.7
Valley County,Montana,0.5,0.2,1.2,9.8,0.3,87
Yellowstone County,Montana,0.6,0.6,4.7,4,1.2,90.7
Banner County,Nebraska,0,0,3.8,0.4,3.2,95.7
Boyd County,Nebraska,0.8,0,1.6,0.6,0.6,97
Taylor County,West Virginia,0.4,0.7,0.8,0.2,0.1,97.5
Upshur County,West Virginia,0.4,0.7,1,0.2,0.2,97.6
Wayne County,West Virginia,0.2,0.2,0.5,0.3,0.1,98.6
Wyoming County,West Virginia,0.1,0.5,0.4,0.1,0.1,98.2
Brown County,Wisconsin,2.7,2.2,7.3,2.7,3.7,86.5
Juana D’_az Municipi,Puerto Rico,0.1,14.3,99.4,0.5,7.4,75.3
Lares Municipio,Puerto Rico,0.1,3,99.3,0.2,3.5,91.1
Manat’_ Municipi,Puerto Rico,0.1,8.7,99.2,0.5,6.3,81.8
San Juan County,Utah,0.3,0.2,4.4,50.4,1,45.8
Tooele County,Utah,0.6,0.7,11.4,1,3.8,90.7
Utah County,Utah,1.4,0.5,10.8,0.6,4.6,89.4
Weber County,Utah,1.3,1.4,16.7,0.8,8.1,85.2
Addison County,Vermont,1.4,0.8,1.9,0.2,0.5,95.3
Essex County,Vermont,0.3,0.3,0.9,0.6,0.1,97.3
Ferry County,Washington,0.7,0.3,3.4,16.7,1.2,76.3
Grant County,Washington,0.9,1.1,38.3,1.2,20.4,72.8
Cherry County,Nebraska,0.4,0.2,1.7,5.9,0.4,90.7
Cuming County,Nebraska,0.2,0.1,8.3,0.3,5,93.2
Dakota County,Nebraska,3,3.1,35.3,2.7,18.1,70.5
Deuel County,Nebraska,0.3,0.1,3.9,0.5,1,97
Bracken County,Kentucky,0.1,0.3,1.1,0.2,0.6,97.8
Bullitt County,Kentucky,0.5,0.7,1.4,0.3,0.5,96.8
Calloway County,Kentucky,1.8,3.7,2.4,0.2,0.8,92
Carroll County,Kentucky,0.6,1.5,7.3,0.3,3.2,92.1
Clay County,Kentucky,0.1,4.2,1.8,0.2,0.4,94.2
Cumberland County,Kentucky,0.1,2.6,0.9,0.1,0.5,95.4
Daviess County,Kentucky,0.7,4.8,2.6,0.1,1.3,91.2
Franklin County,Kentucky,1.4,10.4,2.8,0.2,1.3,84.4
Mayag’_ez Municipi,Puerto Rico,0.2,8.2,98.9,0.8,8.6,78.7
Patillas Municipio,Puerto Rico,0.1,19.9,99.3,0.6,14.3,61.7
Ponce Municipio,Puerto Rico,0.2,9,99.2,0.5,5.9,82
Sabana Grande Municipio,Puerto Rico,0,5.5,99.5,0.4,6.3,85.3
San Juan Municipio,Puerto Rico,0.4,18.6,98.2,0.8,8.2,68
Santa Isabel Municipio,Puerto Rico,0.1,15.6,99.6,0.5,8.4,73
Calhoun County,Texas,4.4,2.6,46.4,0.5,8.8,81.5
Grays Harbor County,Washington,1.4,1.1,8.6,4.6,3.9,84.9
King County,Washington,14.6,6.2,8.9,0.8,3.9,68.7
Lincoln County,Washington,0.4,0.3,2.3,1.6,0.5,95
Okanogan County,Washington,0.6,0.4,17.6,11.4,10.1,73.9
Rutland County,Vermont,0.6,0.5,1.1,0.2,0.2,97.1
Windsor County,Vermont,0.9,0.6,1.2,0.3,0.2,96.3
Cass County,Nebraska,0.3,0.3,2.4,0.3,0.6,96.9
Fulton County,Kentucky,0.7,23.6,0.8,0.3,0.2,73.4
Greenup County,Kentucky,0.5,0.7,0.8,0.3,0.2,97.3
Menominee County,Michigan,0.3,0.3,1.2,2.7,0.2,95.3
Muskegon County,Michigan,0.5,14.5,4.8,0.8,1.4,80
Cherokee County,Texas,0.5,14.7,20.6,0.7,10.2,71.7
Coke County,Texas,0.2,0.2,18.1,1.1,5.1,91.4
Collin County,Texas,11.2,8.5,14.7,0.6,5.1,71.6
Comanche County,Texas,0.3,0.4,25.8,0.7,8.2,88.9
Cooke County,Texas,0.8,2.7,15.6,1,7.5,85.7
Dallam County,Texas,0.6,1.3,40.5,1.2,13,80.1
Grant County,Wisconsin,0.6,1.1,1.3,0.2,0.4,97
Iron County,Wisconsin,0.3,0.1,0.6,0.6,0.2,97.9
Kenosha County,Wisconsin,1.4,6.6,11.8,0.5,4.7,83.8
Lafayette County,Wisconsin,0.3,0.2,3.1,0.3,1.8,96.8
Accomack County,Virginia,0.6,28.1,8.6,0.4,3.9,65.3
Bedford County,Virginia,1,5.7,1.6,0.3,0.4,91.4
Buchanan County,Virginia,0.2,2.6,0.4,0.1,0.1,96.6
Pierce County,Washington,6,6.8,9.2,1.4,3.5,74.2
Oceana County,Michigan,0.2,0.4,13.7,1.1,6.1,90.1
Bristol County,Massachusetts,1.9,3.3,6,0.4,3.4,88.4
Hampden County,Massachusetts,2,9,20.9,0.4,9.2,76.5
Middlesex County,Massachusetts,9.3,4.7,6.5,0.2,3.3,80
Manitowoc County,Wisconsin,2.5,0.5,3.1,0.6,1.3,93.8
El Paso County,Texas,1,3.1,82.2,0.8,10.5,82.1
Gaines County,Texas,0.3,1.7,36.6,0.6,11.4,84
Galveston County,Texas,3,13.8,22.4,0.6,7.4,72.5
Prince Edward County,Virginia,0.9,33.2,2.2,0.3,0.7,63.3
Rock County,Wisconsin,1,5,7.6,0.3,3.7,87.6
San Juan County,Washington,1.1,0.3,5.4,0.7,2.6,92.6
Snohomish County,Washington,8.9,2.5,9,1.4,3.8,78.4
Wahkiakum County,Washington,0.6,0.3,2.7,1.3,0.7,94
Cumberland County,Virginia,0.3,32.6,1.8,0.4,0.8,63.9
Essex County,Virginia,0.8,38.1,3.1,0.5,1.3,57.1
Fairfax County,Virginia,17.5,9.2,15.6,0.4,6.1,62.7
Norfolk County,Massachusetts,8.6,5.7,3.3,0.2,1.3,82.3
Plymouth County,Massachusetts,1.2,7.2,3.2,0.2,3.2,85.5
Furnas County,Nebraska,0.2,0.2,2.7,0.4,1.2,96.9
Greeley County,Nebraska,0.1,0.6,2,0.2,0.9,97.6
Harlan County,Nebraska,0.2,0,1.3,0.4,0.5,98.4
Hooker County,Nebraska,0,0,1.1,0.5,0,98.9
Jefferson County,Nebraska,0.2,0.3,2.7,0.4,0.8,97
Keya Paha County,Nebraska,0.1,0,0.5,0.1,0.2,99.2
Milwaukee County,Wisconsin,3.4,26.8,13.3,0.7,5.4,60.6
Oconto County,Wisconsin,0.3,0.2,1.4,1.2,0.5,96.7
Rockbridge County,Virginia,0.5,2.7,1.3,0.5,0.4,94.6
Scott County,Virginia,0.2,0.6,1,0.2,0.4,97.9
Southampton County,Virginia,0.2,37.2,1.1,0.3,0.3,60.4
Giles County,Virginia,0.3,1.5,1.2,0.1,0.4,96.7
Grayson County,Virginia,0.1,2.1,2.7,0.2,1.4,95.3
Halifax County,Virginia,0.4,36.7,1.6,0.3,0.8,60.7
Hanover County,Virginia,1.4,9.3,2.1,0.4,0.8,86.7
Highland County,Virginia,0.2,0.3,0.8,0.2,0.5,98.6
Isle of Wight County,Virginia,0.8,24.7,1.9,0.4,0.5,71.8
Calhoun County,Florida,0.5,13.8,5.2,1.1,1.4,80.8
Gibson County,Indiana,0.5,1.8,1.3,0.2,0.5,95.5
